,X.1,Year,Name,Age,Team,Position,MPG,FGM3,FGA3,FGM2,FGA2,FTM,FTA,Offensive_Rebounds,Defensive_Rebounds,Total_Rebounds,Assists,Steals,Blocks,Turnovers,Fouls,Points,X,EST_Points,EST_FTM,EST_FTA,EST_FGM2,EST_FGA2,EST_FGM3,EST_FGA3,EST_MPG,EST_Offensive_Rebounds,EST_Defensive_Rebounds,EST_Total_Rebounds,EST_Assists,EST_Steals,EST_Blocks,EST_Turnovers,EST_Fouls,ESPN_Fantasy_Score,EST_ESPN_Fantasy_Score,Yahoo_Fantasy_Score,EST_Yahoo_Fantasy_Score,Likelihood
396,395,2022,Cody Zeller,29,POR,C,13.1,0,0.1,1.9,3.2,1.4,1.8,1.9,2.8,4.7,0.8,0.3,0.2,0.7,2.1,5.2,241,8.629565854,1.565177275,2.242158603,3.498327748,5.925942194,0.153083702,0.729721492,19.9660955,2.280536243,4.075392414,6.355928657,1.615766572,0.568982085,0.41183479,0.9547699,2.259988593,12.2,20.35401694,12.84,20.66801083,2.52E-05
397,396,2022,Chris Boucher,29,TOR,PF,18.4,0.6,2.8,2.4,4.1,1.8,2.4,2,3.5,5.5,0.4,0.6,0.9,0.7,1.9,8.5,147,10.39953437,1.791870903,2.286166968,2.481624745,3.950229136,1.154529201,3.299868761,18.98624061,1.567454703,3.747893363,5.315348066,0.76237235,0.408905556,1.25212021,0.487272109,2.04640571,18.5,23.59162911,19.5,22.41731576,0.000605015
398,397,2022,Robert Woodard II,22,SAC,SF,1.9,0.1,0.1,0,0.4,0.3,0.3,0,0.3,0.3,0,0,0,0.1,0.3,0.6,500,2.876699256,0.450143487,0.84092737,0.876375877,1.755875032,0.202551278,0.7860754,7.422231408,0.432200558,1.412181308,1.844381866,0.399230781,0.139256488,0.257175885,0.264169337,0.792409392,0.5,6.004604775,0.86,6.613931449,6.16E-07
399,398,2022,Neemias Queta,22,SAC,C,6.7,0,0,0.8,2.5,0.5,0.7,1,1.2,2.2,0.5,0.2,0.2,0.3,1.2,2.2,42,5.264744259,0.784543551,1.096027707,1.776957461,3.128192128,0.200956929,0.739418703,15.28643398,0.97498006,2.388082814,3.363062874,1.312862532,0.433146211,0.703882563,0.839523798,1.692008219,5.3,14.10029042,6.49,13.84127603,3.14E-06
400,399,2022,Greg Monroe,31,TOT,C,16.2,0,0,2.6,4.4,0.4,1,2.4,3.8,6.2,2.4,0.6,1,1.2,1.8,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8,NA,20.24,NA,NA
401,400,2022,Josh Jackson,24,DET,SF,18.8,0.9,3.3,2.1,4,1,1.4,0.5,2.8,3.3,1.4,0.5,0.3,1,1.8,8,411,13.81316852,2.520943611,3.412314598,3.583996529,7.39576931,1.345028979,4.419577594,25.29568443,0.893536687,3.340140663,4.23367735,2.668094183,0.921885205,0.670849585,2.168644997,2.488716716,14.5,23.91304551,15.46,25.50528199,1.81E-05
402,401,2022,Al Horford,35,BOS,C,29,1.2,4.2,2.7,4.9,1.6,1.9,1.5,5.9,7.4,3.7,0.7,1.4,1.1,2.1,10.6,417,11.22447919,0.314022598,0.429778783,3.024323974,5.89587743,1.61884283,4.571201116,23.62955529,0.94250961,4.787931315,5.730440925,2.909401518,0.668670924,0.784977043,0.887075129,1.565462732,31.2,27.13650647,30.23,25.93897935,0.011309129
403,402,2022,Jamorko Pickett,24,DET,PF,7.8,0.2,1.2,0,0.5,0,0,0.3,1.2,1.5,0.2,0,0.2,0.5,0.5,0.5,469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,NA,2.7,NA,2.29E-07
404,403,2022,Derrick Favors,30,OKC,C,16,0.1,0.4,2.3,4.3,0.3,0.6,1.3,3.2,4.5,0.8,0.4,0.2,0.2,1.5,5.1,216,5.62105235,0.829680873,1.146961024,2.364033969,3.529486858,0.037854326,0.14629926,16.10793745,2.108131189,3.883510791,5.99164198,0.858207355,0.522260615,0.878019993,0.603882104,1.955068175,13.1,18.57103191,13.3,17.69529348,1.43E-05
405,404,2022,Joel Ayayi,21,WAS,SG,2.9,0,0.1,0.1,0.7,0,0,0.1,0.3,0.4,0.6,0,0,0,0,0.3,449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,NA,1.68,NA,2.40E-06
406,405,2022,Marvin Bagley III,22,SAC,PF,21.8,0.5,2.2,3.2,6,1.3,1.8,2.4,4.9,7.3,0.6,0.3,0.3,0.7,1.7,9.1,355,14.57260435,1.984065805,3.020376596,5.019076276,9.080871134,0.834344617,2.644771588,25.50649002,2.267132851,4.968589303,7.235722154,1.210533927,0.554521828,0.685998585,1.413123894,2.411415518,17.8,26.14446111,19.86,27.37970917,0.000316621
407,406,2022,Nikola Jokić,26,DEN,C,32.7,1.5,4.2,8.5,13.5,4.1,5.2,2.7,11.3,14,7,1.3,0.8,3.6,2.4,25.5,174,24.50289444,4.282305948,4.957848001,8.054785918,13.51733397,1.299359601,3.4517972,32.57029703,2.462778972,7.580475577,10.04325455,7.730316482,1.209096871,0.657577369,3.132774267,2.601406099,57.4,53.5709078,55.5,50.61752307,0.995021825
408,407,2022,DeMar DeRozan,32,CHI,PF,34.6,0.7,1.9,8.6,16.9,6.5,7.6,0.8,4.3,5.1,4.7,0.8,0.3,2.1,2.2,25.7,283,18.89045447,5.28095234,6.027120718,6.098166047,11.75526343,0.194448717,0.982848033,28.53761981,0.522796162,3.115674926,3.638471088,5.841348592,0.765928806,0.165292538,1.974264885,1.923165024,39.8,33.28337675,40.07,32.83804181,0.941149067
409,408,2022,Zach LaVine,26,CHI,SF,34,2.9,7.2,6.1,11.2,3.9,4.5,0.3,4.4,4.7,4.2,0.6,0.3,2.8,1.6,24.9,218,25.90422826,4.138239248,4.8943926,5.924722488,10.55060314,3.215385453,8.0719532,33.21506002,0.659981295,4.11321875,4.773200045,4.710245113,0.95014217,0.458054506,3.117719236,2.180328316,37.9,41.61215841,36.74,39.80430678,0.888379602
410,409,2022,Patrick Beverley,33,MIN,PG,26.6,1.2,4,2,3.8,1.3,1.8,1.2,3.4,4.6,5.1,1.1,0.9,1.2,2.9,9,420,5.956046124,0.618240945,0.775850451,0.558104806,1.25598927,1.475497496,3.71199941,19.64558891,0.730055988,2.355959052,3.08601504,2.235000102,0.757568644,0.509605784,0.774188096,2.506187957,28.7,17.4494868,26.97,16.03909951,0.002964695
411,410,2022,Jayson Tatum,23,BOS,SF,36.6,2.8,8.4,6.1,12.6,5.1,6.1,1.1,7.4,8.5,3.8,1,0.8,3,2.5,25.5,288,25.5760721,4.258237059,4.970104111,6.204874018,12.36955364,2.87659202,7.509277236,34.26445905,0.914482045,6.312253533,7.226735578,3.963675477,1.212587591,0.65504348,2.475335162,1.988847701,41.4,43.69883876,43.8,43.32122606,0.868650446
412,411,2022,DaQuan Jeffries,24,MEM,SG,3,0,0.3,0.3,0.3,0,0,0,0.7,0.7,0.3,0,0,0,0.3,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1.99,NA,1.11E-05
413,412,2022,Mamadi Diakite,25,OKC,PF,10,0,0,1,3,0,0,0,0,0,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,5.74E-07
414,413,2022,Joe Johnson,40,BOS,SG,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,488,5.687193513,0,0,1.289659947,2.651557632,1.285847738,3.498749399,15.51314283,0,1.158300025,1.158300025,1.844191087,0.245254069,0,0.668287007,1.032278588,3,10.46487405,2,9.910915374,2.41E-06
415,414,2022,Louis King,22,SAC,SF,11,1,3.2,0.8,2,1.2,1.4,0,1.6,1.6,0.2,0.4,0,0,1.6,5.8,490,7.344105507,0.985291197,1.078784842,2.123648989,3.73534822,0.749506539,2.074185241,14.8280513,0.656932256,2.23483472,2.891766976,1.468585159,0.893752202,0.376146881,0.703275417,1.497634998,8.6,17.43887879,9.22,16.12352545,9.61E-06
416,415,2022,R.J. Hampton,20,ORL,SG,19.5,1,2.6,1.6,4,1.1,1.9,0.3,2.6,2.9,2.5,0.6,0.2,1.4,1.5,7.3,91,9.445627581,1.580737822,2.191622704,2.792357056,5.491876751,0.729876281,2.261469403,20.57999928,0.785109511,3.435474958,4.220584469,2.152863684,0.556571976,0.295639383,1.264974212,1.58615702,14.4,18.26094835,15.53,19.03128433,1.01E-05
417,416,2022,Shaquille Harrison,28,BRK,SG,11.5,0,1,1,2,0,0,0.5,1.5,2,1.5,0.5,0.5,1,1.5,2,254,4.233476756,0.765493556,0.939965214,1.325099201,2.858715259,0.315386219,1.050123601,12.72410058,0.350147166,1.754933149,2.105080315,1.324910922,0.693607317,0.244737898,0.52079782,1.307526432,8,11.21321068,8.65,11.04117734,5.12E-05
418,417,2022,Pat Connaughton,29,MIL,SG,27.8,2.3,5.9,1.5,2.3,0.6,0.8,0.7,3.9,4.6,1.4,1,0.3,0.7,1.3,10.6,300,5.580434216,0.270930265,0.302544774,0.776370822,1.266339147,1.272961724,3.547215193,19.93449926,0.809451128,3.332295934,4.141747062,1.061264559,0.495831983,0.310839245,0.396489011,1.242059164,23.3,14.80487525,21.42,14.1659522,0.003239799
419,418,2022,CJ Elleby,21,POR,SF,9.7,0.5,1.5,0.7,1.5,0.4,0.5,0.7,1.4,2.1,0.7,0.4,0,0.5,1.3,3.5,59,4.181783496,0.711226062,0.929408016,1.394100188,2.597381217,0.396776445,1.544554669,11.37007939,0.593803928,1.47855237,2.072356298,0.742101527,0.332805779,0.22846934,0.481715194,1.237843014,7.4,8.638424807,7.77,8.983873507,4.71E-06
420,419,2022,Rudy Gay,35,UTA,PF,19.9,1.6,4.2,1.6,3.1,1.3,1.6,1,3.7,4.7,1.1,0.5,0.3,0.8,1.9,9.2,303,9.652613135,1.120098971,1.322457372,2.269267984,4.924142781,1.37804781,3.814530612,19.06720483,0.610015176,3.546991185,4.157006361,1.353603955,0.600783048,0.497132351,1.057819544,1.577830198,18.1,18.52449752,18.09,18.90735335,0.002545339
421,420,2022,C.J. Miles,34,BOS,SG,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,441,4.341698525,0.808815344,1.055456203,0.399988135,1.332572395,1.129493498,3.390401187,13.38939409,0.230566493,0.799093001,1.029659494,0.697691852,0.625785292,0.26477886,0.263821346,1.399430919,0,9.020197962,0,9.031698806,1.03E-06
422,421,2022,Svi Mykhailiuk,24,TOR,SF,17.1,0.9,3,1.3,2.4,0.7,0.9,0.5,1.8,2.3,1.1,0.6,0.1,0.7,1.3,6.1,222,8.621059112,0.74403117,0.964298422,1.596372507,2.872372383,1.682607177,4.77986566,19.83590742,0.406678586,2.058657384,2.46533597,1.751714604,0.692618634,0.192006563,1.060241323,1.242095064,11.7,16.37590368,11.91,15.80066845,6.49E-05
423,422,2022,Jalen Suggs,20,ORL,PG,27.5,1.2,4.7,3,7.3,2.7,3.5,0.8,2.7,3.5,3.7,1.1,0.4,3.3,2.7,12.3,34,9.679771714,1.456191485,1.968620009,3.011946751,5.928238202,0.823464417,2.564174248,23.90754959,0.691104611,3.487356688,4.178461299,3.288453669,1.116906899,0.297216488,1.741800587,2.31548175,19.4,22.0974785,23.25,22.12717535,0.000204904
424,423,2022,Derrick Rose,33,NYK,PG,24.5,1.4,3.5,3.3,7,1.2,1.2,0.8,2.2,3,4,0.8,0.5,1.5,0.6,12,340,12.32700567,1.676633611,1.885894728,4.253510358,8.295903091,0.895707754,2.43266737,21.94354098,0.328649389,1.626316912,1.954966301,3.878412484,0.727708156,0.287239682,1.520666715,0.959713589,25.5,23.31356726,24,22.01476076,0.003834412
425,424,2022,Justin Anderson,28,TOT,SF,12.8,0.5,2.5,0.5,0.7,1,1.2,0.3,1.3,1.6,1.5,0.3,0.2,0.5,1.5,3.5,518,3.544722448,0.367122066,0.591511447,0.651712696,1.376500497,0.770281003,2.968017219,12.45596631,0.299651048,1.983097816,2.282748864,0.777682591,0.185722271,0.448533484,0.403485962,1.341374158,8.2,8.158248894,8.67,8.949826274,NA
426,425,2022,Nerlens Noel,27,NYK,C,23,0,0.2,1.3,2.4,0.8,1,2.2,3.7,5.9,0.8,1.1,1.5,0.8,2.7,3.5,405,4.728603327,0.772351862,1.056450589,2.158668239,3.317102078,0.068963484,0.134959299,21.86421556,1.816071139,3.730018687,5.546089826,0.689966441,1.037085279,1.657380767,0.864380704,2.425237842,19.6,21.49179564,18.78,19.63787821,0.000135343
427,426,2022,Brandon Boston Jr.,20,LAC,SG,16,0.7,2.3,1.7,4.3,1.4,1.7,0.3,2,2.3,0.8,0.6,0.3,0.7,0.7,6.8,22,4.294783734,0.67366793,0.786598472,1.033004061,2.872953666,0.600393001,2.038446848,13.19232124,0.301007341,1.452534775,1.753542116,0.840704185,0.612227664,0.067467787,0.701779642,0.961166432,11.5,7.887812809,12.76,8.997397262,6.92E-05
428,427,2022,Olivier Sarr,22,OKC,C,7,0,0.5,0.5,1,1,1,0,2.5,2.5,0,0,1,0,0.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,8,NA,2.37E-06
429,428,2022,LaMelo Ball,20,CHO,PG,31.9,2.7,7.3,4.3,9.4,2.6,2.9,1.6,5.6,7.2,7.6,1.7,0.4,3,3,19.4,52,16.48599512,2.712487593,3.45472278,4.132864719,8.249962053,1.826409533,5.171081423,28.71169181,1.286039733,4.55046256,5.836502293,5.825560459,1.441599771,0.443747162,2.60151543,2.577710053,43.9,35.89365458,42.74,35.28266393,0.68205227
430,429,2022,Tacko Fall,26,CLE,C,5.4,0,0,0.5,1.1,0.2,0.6,0.6,1.5,2.1,0.2,0,0.5,0.3,0.3,1.1,497,2.961698037,0.316319839,0.77216161,1.216507512,1.704680861,0.120432198,0.245491419,8.335224894,0.633399844,1.997428263,2.630828107,0.172011187,0.143981635,0.848658698,0.259934434,1.244219354,4.5,9.775538549,5.12,9.094695111,1.17E-05
431,430,2022,Tyrese Maxey,21,PHI,PG,34.7,1.4,3.5,4.9,10,2.6,3,0.4,3,3.4,4.4,0.7,0.5,1.2,2.1,16.8,63,10.74533964,1.585981944,1.950575859,3.473361932,6.687990353,0.789573904,2.378454902,20.49848181,0.432649198,2.117064871,2.549714069,2.770200478,0.600296671,0.288949486,1.23284548,1.598579634,31.5,19.81115474,29.88,19.39519023,0.082157023
432,431,2022,Sekou Doumbouya,21,LAL,PF,8,0.5,1,2,3,1.5,2,1,2,3,0,1.5,1,1,0.5,7,126,7.605831241,1.277529825,1.662466624,2.130898012,4.088831467,0.773515612,2.742878528,19.59862669,0.763819244,2.276850233,3.040669477,1.073555001,0.563443412,0.291013787,1.016154773,1.895528338,19,13.54482604,17.1,14.41218394,0.000135219
433,432,2022,Jaylen Morris,26,SAS,SG,5.3,0,0.7,0,1.3,0.7,1.3,0,0.7,0.7,0.7,0,0,0.3,0.7,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4,NA,2.29,NA,6.38E-07
434,433,2022,Timothé Luwawu-Cabarrot,26,ATL,SF,14.6,1,2.8,0.6,1.3,0.6,0.7,0.3,1.4,1.7,0.9,0.4,0.1,0.4,1.6,4.6,404,7.110409373,0.800437876,0.935232212,1.203229276,2.495976715,1.350322733,4.088444097,18.4589335,0.513874753,1.940383003,2.454257756,1.269487361,0.532389717,0.148635324,0.764853059,1.849456953,9.3,13.0362475,9.09,13.23797179,9.78E-06
435,434,2022,Juan Toscano-Anderson,28,GSW,SF,16.3,0.4,1.4,1.6,2.5,0.6,1.1,0.6,2.3,2.9,2.1,0.8,0.3,1.2,1.6,4.9,453,5.814312167,0.464233838,0.671832075,1.710974363,2.539933703,0.763237922,1.954345581,20.27156801,0.533654695,3.561777533,4.095432228,2.485785331,0.771656466,0.43385326,1.081990859,2.007674512,14,18.54915721,13.63,16.99204716,0.000749697
436,435,2022,Jevon Carter,26,BRK,PG,11.8,0.7,2.4,0.3,0.9,0.1,0.1,0.2,1.3,1.5,0.9,0.4,0.2,0.5,1,2.8,144,6.079048231,0.492017413,0.576135125,1.227006789,2.439859173,1.106431111,2.983219386,15.45092756,0.456490134,1.862111149,2.318601283,1.733198086,0.657813046,0.29236232,0.645125449,1.307936737,6.9,14.64060689,7.25,13.66656755,3.91E-05
437,436,2022,Marko Simonovic,22,CHI,C,4,0.1,0.6,0.4,1.1,1,1.4,0.6,0.6,1.2,0,0.1,0.1,0.3,0.8,2.1,499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,3.84,NA,2.44E-05
438,437,2022,Torrey Craig,31,IND,SF,17.2,0.7,2.1,1.5,2.4,0.6,0.8,1.2,2.2,3.4,1.1,0.4,0.3,0.7,1.7,5.7,347,4.123098145,0.043999655,0.055569716,0.81698317,1.213302929,0.708785455,1.997749206,14.04611939,0.902108874,2.024557231,2.926666105,0.483563957,0.409134919,0.419982103,0.191912785,1.646779526,13.1,11.48723519,12.83,10.65588169,1.71E-05
439,438,2022,Chris Duarte,24,IND,SG,28.5,1.8,5.2,3.2,6.3,1.3,1.8,0.6,3.3,3.9,2.1,1,0.1,1.7,1.7,12.9,37,7.945223582,0.860336198,1.131772325,1.86770056,3.617373531,1.201479383,3.523650498,18.5167669,0.573152057,1.990129386,2.563281443,1.886468359,0.749045022,0.239190556,1.035048379,1.163256101,21.8,16.09166641,22.33,15.78052221,0.000613692
440,439,2022,Kevin Durant,33,BRK,PF,37.2,1.9,5.1,8.8,15.5,6.4,7.2,0.6,7,7.6,5.9,0.8,0.9,3,1.9,29.7,464,25.60428489,5.49690034,6.172602178,6.335969136,10.99640443,2.333983274,5.476800334,30.55979712,0.378017484,6.226683564,6.604701048,5.204046946,0.725212204,1.087650492,3.073054974,1.786674561,51.8,46.24740216,49.77,43.70152968,0.996748192
441,440,2022,Semi Ojeleye,27,MIL,PF,17.1,0.5,2.3,0.4,1.6,0.5,0.6,1.5,1.9,3.4,0.3,0.3,0.3,0.3,1.5,2.8,145,3.620772344,0.2349036,0.248904988,0.382019131,0.733886553,0.922713817,2.668454601,16.03520204,0.55151976,1.850183577,2.401703337,0.463680061,0.295472687,0.065984728,0.235853548,1.115307481,6.9,8.039795538,8.83,8.046855137,4.70E-05
442,441,2022,Armoni Brooks,23,HOU,SG,18.2,1.8,5.6,0.7,1.1,0.5,0.5,0.3,1.7,2,1.4,0.6,0.2,0.6,1.6,7.2,435,12.44565385,0.758657448,1.039366941,1.422477977,2.817734888,3.011111974,8.004498536,26.6082313,0.677711079,3.402815766,4.080526845,1.822930433,0.654571153,0.354155365,1.221756512,1.857520222,14.1,22.53878357,13.5,21.88110476,1.09E-05
443,442,2022,Sam Hauser,24,BOS,SF,4.4,0.4,1.6,0,0,0,0,0.1,0.4,0.5,0.1,0.1,0.1,0,0.1,1.3,475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,2.65,NA,2.36E-06
444,443,2022,RJ Nembhard Jr.,22,CLE,SG,7,0,0.2,0.8,1.7,0.2,0.3,0,0.3,0.3,1.7,0,0,0.2,0.3,1.8,529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,NA,4.51,NA,1.22E-05
445,444,2022,Charlie Brown Jr.,24,TOT,SG,7.4,0,1,0.3,0.6,0.3,0.4,0.1,1,1.1,0.3,0.9,0.3,0.3,0.7,0.9,528,6.15575622,1.221966611,1.3973808,1.578984214,3.513425072,0.680408773,2.388573435,16.96650801,0.433727511,1.669198105,2.102925616,1.3551807,0.473223045,0.313587935,0.882212975,1.67400131,5.7,11.47364326,5.97,12.19025797,NA
446,445,2022,Chris Paul,36,PHO,PG,32.3,1,3,4.3,8.1,2.5,3,0.3,4,4.3,10,2,0.3,2.3,2.1,14,269,14.75337026,2.36385172,2.549564557,4.186697486,7.681260205,1.367363138,3.415923481,26.61595511,0.229368813,3.565128201,3.794497014,7.992741212,1.347725937,0.217968432,2.188435009,2.031231251,42.9,37.61184502,38.76,33.80452659,0.721006642
447,446,2022,Jabari Parker,26,BOS,PF,9.3,0.7,1.3,0.8,1.8,0.8,0.8,0.4,1.9,2.3,0.5,0.3,0.1,0.7,1.1,4.4,232,7.522186512,1.011611947,1.251995099,2.782578375,4.478023723,0.503511895,1.546754872,16.1606887,1.007075163,2.975673473,3.982748636,1.20793289,0.512078825,0.401821529,1.00960694,1.545098179,8.5,16.36771915,8.41,15.84547833,1.86E-05
448,447,2022,Caris LeVert,27,IND,SG,30.6,1.6,5,5.2,10.6,2.6,3.3,0.7,2.6,3.3,4.2,1,0.5,1.8,2.1,17.8,227,18.31997215,2.713183299,3.402649501,4.990987525,9.970426617,1.730009013,5.239728519,27.94892647,0.730368024,3.232292419,3.962660443,4.401998459,1.170207327,0.394040339,1.9875722,1.895400269,30.8,32.64085653,30.76,32.38333317,0.012496167
449,448,2022,Montrezl Harrell,28,WAS,C,25.2,0.1,0.3,5.4,8.1,3.5,4.7,2.2,5.1,7.3,2.2,0.5,0.6,1.1,1.8,14.5,267,14.40515762,2.750575541,3.905049413,5.415801708,8.569200114,0.163103078,0.433873685,22.84740017,2.173715702,4.053242922,6.226958624,1.714472686,0.616934629,0.754479092,1.202579776,2.004427047,29.9,28.30492193,28.76,27.36087838,0.02487864
450,449,2022,Goran Dragić,35,TOR,PG,18,0.8,2.8,1.8,4,2,2,0.4,2.4,2.8,1.8,1,0.2,0.2,1.6,8,314,11.27194134,1.667355982,2.033970349,2.350528275,4.680072036,1.643781126,4.494862528,21.70848883,0.303515698,2.173307301,2.476822999,3.913496328,0.555755409,0.11579115,1.850322446,1.854632951,18,20.65214934,17.46,20.27869066,0.000255922
451,450,2022,Derrick Jones Jr.,24,CHI,PF,17.2,0.5,1.2,1.8,2.7,1.3,1.5,1.2,2.2,3.4,0.5,0.5,0.7,0.5,2.3,6.3,299,7.070741385,1.158451545,1.704450639,1.841008975,2.925504707,0.681602309,2.361425851,21.72226539,1.222828563,2.209651768,3.432480331,0.93414407,0.67160766,0.73134705,0.502043615,2.030503985,15.5,16.87313669,14.23,16.2977544,0.000549042
452,451,2022,Dennis Smith Jr.,24,POR,PG,17.9,0.3,1.1,2.1,4.6,1.1,1.7,0.5,1.8,2.3,3.5,1.2,0.4,1.5,1.2,6,166,7.26389841,0.924472812,1.39218995,2.192862434,4.856463096,0.929100775,2.826802218,19.28015952,0.645376272,2.311888833,2.957265105,3.458271475,0.965561118,0.500065703,1.44392773,1.796995024,17.5,19.13440303,17.31,18.95297648,6.71E-05
453,452,2022,Romeo Langford,22,BOS,SG,18.4,0.6,1.9,1.2,2.5,0.5,0.8,0.8,2.1,2.9,0.5,0.6,0.4,0.4,1.2,4.8,137,4.59484245,0.826443584,1.093142998,1.407350383,3.119978323,0.467236337,1.420782271,17.22810957,0.755992766,1.717111439,2.473104205,0.921182089,0.406738195,0.38491986,0.632683963,1.392870481,11.4,10.2205249,11.63,10.68663083,3.36E-05
454,453,2022,Daniel Theis,29,HOU,C,22.5,0.9,3,2.3,3.8,1,1.5,1.2,3.8,5,0.8,0.4,0.7,1.2,2.4,8.4,382,9.284913405,1.035605273,1.552318365,2.818472947,4.49853835,0.874983865,2.518012527,23.34596411,1.444410403,3.906751642,5.351162045,1.740443579,0.532735802,0.873448019,0.964179182,2.597826202,17,22.54197305,17.7,21.57134551,4.79E-05
455,454,2022,Keita Bates-Diop,26,SAS,SF,17.1,0.4,1,2,3.4,0.7,1.1,1.1,3.1,4.2,0.6,0.5,0.4,0.8,1.1,5.7,287,4.132917273,0.818874114,1.06778336,0.953759944,1.917587613,0.495753138,1.371179897,11.95372819,0.386505889,1.707830703,2.094336592,0.598755291,0.488704239,0.376781374,0.353756482,0.849982678,13.5,10.03629648,13.54,9.786954477,2.09E-05
456,455,2022,JT Thor,19,CHO,PF,10.9,0.3,1.6,0.6,0.9,0.5,0.8,0.5,0.9,1.4,0.6,0.4,0.6,0.4,1.4,2.6,5,2.961655841,0.518072316,0.703510641,0.726587944,1.350115655,0.086801891,0.682935551,8.938240703,0.496376309,1.061427789,1.557804098,0.169660062,0.26224691,0.382518768,0.454684882,0.947016219,7.7,6.023565041,7.78,6.565123004,1.51E-05
457,456,2022,Daniel Oturu,22,TOR,C,9,0,0.3,1,1.7,1,1.7,0.3,1.3,1.6,0,0,0.7,0,0.3,3,87,3.323899932,0.53483332,0.699629468,1.176363584,2.302207095,0.143964255,0.499990353,9.360439774,0.789777227,1.41832935,2.208106577,0.555869474,0.233695411,0.269937913,0.446250673,1.106367227,6.7,7.583403744,7.02,7.872081334,1.21E-05
458,457,2022,Isaac Okoro,21,CLE,SF,28,0.9,2.9,2.4,4.4,1.5,2.2,1.2,2.4,3.6,1.8,0.8,0.3,1.1,2.4,8.9,77,10.41074312,1.861499716,2.53700314,2.879868969,5.532337654,1.017394132,3.415741634,30.79527965,1.115404007,2.501402414,3.616806421,1.84519939,0.878394194,0.454824847,1.221882476,2.421438951,17.8,19.79539716,18.12,20.29648456,0.000970801
459,458,2022,Russell Westbrook,33,LAL,PG,35.5,1,3.5,6.1,12.7,3.5,5.4,1.4,6.8,8.2,8.1,1.1,0.3,4.4,3.1,18.7,273,20.79432824,3.926554716,5.659783113,6.558320823,13.35783178,1.218173666,4.053341829,32.09402553,1.452278132,7.639537306,9.091815438,9.766494507,1.304976541,0.309256231,4.445317844,2.58110756,37,44.61218873,40.49,46.751629,0.619203265
460,459,2022,Eric Bledsoe,32,LAC,PG,26.2,0.9,3,2.8,5.8,1.7,2.1,0.5,3,3.5,4.1,1.3,0.4,2.2,1.6,10.1,237,12.53635219,2.081304114,2.79408248,3.065462398,5.864400308,1.609254829,4.71880862,27.80390356,0.401879779,3.002711846,3.404591625,4.353905722,0.897546311,0.325512298,1.891589616,1.685883622,23.3,25.42051245,23.35,24.93030693,0.001871588
461,460,2022,Jimmy Butler,32,MIA,SF,33.7,0.5,1.8,7.3,13.7,7.1,8.1,1.8,3.9,5.7,5.6,2,0.4,2,1.4,23.2,159,18.99496176,6.126786446,7.150544614,5.630999508,10.49377773,0.545836437,2.056701314,29.31590755,1.463985016,4.265351036,5.729336052,6.063927604,1.672438466,0.336930589,1.942783258,1.296106217,45.3,40.32933384,43.64,39.05138034,0.899355505
462,461,2022,Jerami Grant,27,DET,PF,33.2,1.8,5.3,4.8,10.6,5.2,6.1,1,3.9,4.9,2.6,1.1,1.1,2.1,2.3,20.1,318,19.18242129,4.158099635,5.040930473,4.472966219,9.325938207,1.915523118,5.572522459,30.39129791,0.688436339,3.476930522,4.165366861,2.605452093,0.608969663,0.924476888,1.672173917,2.133122762,33,30.259341,34.38,31.0172054,0.015029677
463,462,2022,Nate Hinton,22,IND,SG,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.5,NA,-0.5,NA,2.64E-07
464,463,2022,Amir Coffey,24,LAC,SG,18.7,1,2.7,0.9,1.7,1.3,1.5,0.4,2.5,2.9,1.5,0.4,0.2,0.4,1.1,6.2,472,5.876429031,1.060210199,1.475145254,1.55339482,2.942171978,0.669512072,1.773290434,13.99833776,0.314710292,1.336313399,1.651023691,1.394825127,0.432528695,0.13773266,0.717067269,1.196322034,13.9,11.14894225,13.33,10.94361195,7.84E-05
